ticker,sector,market_cap,gross_margin,roe,debt_to_equity,fcf
PYPL,Financial Services,76071534592.0,0.41397,0.22198999,66.041,6767000000.0
PNR,Industrials,16940630016.0,0.40139,0.17153999,43.655,692300000.0
PEP,Consumer Defensive,193820672000.0,0.54685,0.39859,276.868,7189000000.0
PFE,Healthcare,138211344384.0,0.74424005,0.0862,68.843,9835000000.0
PCG,Utilities,30723567616.0,0.3759,0.08257,193.839,-2334000000.0
PM,Consumer Defensive,245583200256.0,0.66440004,,,10773000000.0
PSX,Energy,52025630720.0,0.09988,,66.317,2332000000.0
PNW,Utilities,10589497344.0,0.41361,0.0919,177.219,-639372000.0
PNC,Financial Services,76421464064.0,0.0,0.11373,,7880000000.0
POOL,Industrials,12086105088.0,0.29455,0.30175,119.571,599710000.0
PPG,Basic Materials,25868341248.0,0.41696,0.1765,111.012,699000000.0
PPL,Utilities,26399117312.0,0.42277,0.07018,121.312,-465000000.0
PFG,Financial Services,18022715392.0,0.43007,0.09733,39.589,4534100000.0
PG,Consumer Defensive,368350658560.0,0.51694,0.30294,64.975,16524000000.0
PGR,Financial Services,141256622080.0,0.1688,0.37293997,21.148,14834000000.0
PLD,Real Estate,99399434240.0,0.76328003,0.06365,60.493,4912209000.0
PRU,Financial Services,36728225792.0,0.25792998,0.07908,148.073,8502000000.0
PEG,Utilities,43382890496.0,0.34208,0.11399999,143.849,-1247000000.0
PTC,Technology,24469391360.0,0.81131,0.13915,46.287,731616000.0
PSA,Real Estate,50171510784.0,0.72893,0.20121,97.458,2708231000.0
PHM,Consumer Cyclical,23048351744.0,0.27813,0.23048,18.024,1562249000.0
PWR,Industrials,61056507904.0,0.1496,0.13731,63.537,1477118000.0
QCOM,Technology,176832905216.0,0.55683,0.42205003,52.737,11161000000.0
DGX,Healthcare,18769491968.0,0.33264,0.1426,86.904,909000000.0
RL,Consumer Cyclical,18276085760.0,0.68553,0.29487,103.075,1018900000.0
RJF,Financial Services,33483999232.0,0.93136,,36.485,1950000000.0
RTX,Industrials,209990647808.0,0.20049,0.10318,67.855,3923000000.0
O,Real Estate,51349131264.0,0.92692,0.02507,69.956,3573276000.0
REG,Real Estate,12790916096.0,0.71088,0.05821,71.062,790198000.0
REGN,Healthcare,60312489984.0,0.48799,0.15961,9.204,3538900000.0
RF,Financial Services,23512199168.0,0.0,0.11568,,1452000000.0
RSG,Industrials,75439898624.0,0.43136,0.18545,115.988,2081000000.0
RMD,Healthcare,40102486016.0,0.59368,0.25811002,15.142,1286404000.0
RVTY,Healthcare,11202364416.0,0.56254,0.03824,43.542,541651000.0
ROK,Industrials,40130277376.0,0.39266998,0.24438,113.537,639100000.0
ROL,Consumer Cyclical,27750486016.0,0.52686,0.36518002,66.985,580081000.0
ROP,Technology,60104114176.0,0.68867993,0.081520006,45.121,2282200000.0
ROST,Consumer Cyclical,46058143744.0,0.32784,0.39566,89.95,1636884000.0
RCL,Consumer Cyclical,95589122048.0,0.4957,0.48519,247.101,1997000000.0
SPGI,Financial Services,162667724800.0,0.69415003,0.11241,31.875,5565000000.0
CRM,Technology,258359001088.0,0.77336997,0.10312,19.813,12434000000.0
SBAC,Real Estate,24363153408.0,0.76794,,,1106717000.0
SLB,Energy,53700120576.0,0.20063,0.19224001,63.579,4473000000.0
STX,Technology,31930169344.0,0.33793998,,,664000000.0
SRE,Utilities,52375769088.0,0.41252998,0.09709,99.694,-3308000000.0
NOW,Technology,204561858560.0,0.78519,0.16951,22.036,3375000000.0
SHW,Basic Materials,83815776256.0,0.48865002,0.62431,308.571,2083200000.0
SPG,Real Estate,62333534208.0,0.8237,0.67307,773.472,3059071000.0
SWKS,Technology,10707200000.0,0.4118,0.06701,20.363,1641600000.0
SJM,Consumer Defensive,11596550144.0,0.38893002,-0.17868,128.427,816600000.0
SW,Consumer Cyclical,25333288960.0,0.19594,0.04226,79.485,17000000.0
SNA,Industrials,17032914944.0,0.51963,0.18558,22.659,1134000000.0
SOLV,Healthcare,12763167744.0,0.54935,0.10657,242.581,805000000.0
SO,Utilities,103747919872.0,0.49686,0.12244,188.378,833000000.0
LUV,Industrials,17079113728.0,0.21429001,0.04246,66.763,-1618000000.0
SWK,Industrials,11437931520.0,0.29995,0.04032,81.597,753000000.0
SBUX,Consumer Cyclical,107298988032.0,0.25030002,,,3318100000.0
STT,Financial Services,32111443968.0,0.0,0.109469995,,-14136000000.0
STLD,Basic Materials,19332423680.0,0.12549,0.11686,42.752,-23503000.0
STE,Healthcare,22283982848.0,0.44307998,0.09458999,33.292,777996000.0
SYK,Healthcare,153129697280.0,0.64699996,0.14259,82.924,3487000000.0
SMCI,Technology,35838918656.0,0.11274,0.20062,41.506,-2610251000.0
SYF,Financial Services,27111866368.0,0.0,0.20233,,9848000000.0
SNPS,Technology,109662625792.0,0.81412005,0.15551,108.337,1283868000.0
SYY,Consumer Defensive,38949822464.0,0.18346001,0.93613,751.105,2157000000.0
TMUS,Communication Services,268063801344.0,0.63676,0.19743,194.218,9982000000.0
TROW,Financial Services,23353495552.0,0.52366,0.18447,4.48,1262200000.0
TTWO,Communication Services,41350754304.0,0.58164,-1.1476101,192.071,-214600000.0
TPR,Consumer Cyclical,22933129216.0,0.75088,0.40273,274.983,1146700000.0
TRGP,Energy,36297064448.0,0.34418,0.41976002,630.027,683900000.0
TGT,Consumer Defensive,48358174720.0,0.28070998,0.29076,130.213,4476000000.0
TEL,Technology,61931143168.0,0.34992,0.11512,48.355,2797000000.0
TDY,Technology,26098757632.0,0.42751998,0.08732,25.208,1108200000.0
TER,Technology,14620679168.0,0.59365004,0.21551001,2.458,474081000.0
TSLA,Consumer Cyclical,1050174226432.0,0.1748,0.08177,16.823,3581000000.0
TXN,Technology,172028248064.0,0.58027,0.29990998,85.612,1498000000.0
TPL,Energy,22511306752.0,0.93536,0.39523998,,65399000.0
TXT,Industrials,13999783936.0,0.17771,0.114250004,54.985,650000000.0
TMO,Healthcare,183069491200.0,0.41185,0.13418001,69.62,7267000000.0
TJX,Consumer Cyclical,139887591424.0,0.30482998,0.60356,153.616,4198000000.0
TKO,Communication Services,13957569536.0,0.69767,0.043169998,30.107,508461000.0
TTD,Communication Services,43250302976.0,0.80105,0.16878,12.33,632394000.0
TSCO,Consumer Cyclical,31456919552.0,0.36409,0.45345002,223.159,636788000.0
TT,Industrials,105384927232.0,0.35931,0.38632,63.469,2775000000.0
TDG,Industrials,90226270208.0,0.59764,,,1880000000.0
TRV,Financial Services,57388908544.0,0.26832,0.19294001,27.217,9074000000.0
TRMB,Technology,20296597504.0,0.68554,0.30996,25.668,497800000.0
TFC,Financial Services,58140848128.0,0.0,0.08128,,2164000000.0
TYL,Technology,23996504064.0,0.44699,0.08871,18.222,574697000.0
TSN,Consumer Defensive,19040706560.0,0.07871,0.051149998,48.934,1458000000.0
USB,Financial Services,71809597440.0,0.0,0.11667,,11273000000.0
UBER,Technology,189460004864.0,0.33594,0.69382006,48.566,6895000000.0
UDR,Real Estate,15042141184.0,0.66486,0.02848,136.541,605161000.0
ULTA,Consumer Cyclical,23338903552.0,0.42713,0.50435,81.274,964147000.0
UNP,Industrials,135949402112.0,0.55889,0.42355,208.857,5894000000.0
UAL,Industrials,29922549760.0,0.34657001,0.27708,245.166,3830000000.0
UPS,Industrials,86017744896.0,0.21378,0.35908002,163.185,6213000000.0
URI,Industrials,57872338944.0,0.39514,0.29302,159.989,419000000.0
UNH,Healthcare,255922323456.0,0.21989,0.22700001,77.277,20705000000.0
UHS,Healthcare,9985039360.0,0.42712003,0.18473,73.981,1123291000.0
VLO,Energy,44966875136.0,0.05076,0.02757,39.511,5776000000.0
VTR,Real Estate,29443258368.0,0.42178002,0.01381,108.897,725779000.0
VLTO,Industrials,25554468864.0,0.59916997,0.46036,121.871,820000000.0
VRSN,Technology,28578533376.0,0.8788,,,874500000.0
VRSK,Industrials,41186045952.0,0.69151,4.68222,3178.837,920100000.0
VZ,Communication Services,178603311104.0,0.59485,0.18454,167.386,18922000000.0
VRTX,Healthcare,118339756032.0,0.53091,-0.05644,9.997,-978000000.0
VTRS,Healthcare,10868277248.0,0.40688,-0.21254,92.384,1943800000.0
VICI,Real Estate,34332510208.0,0.992,0.1012,65.738,2373972000.0
V,Financial Services,694410674176.0,0.9777,0.50655,54.594,18693000000.0
VST,Utilities,66468352000.0,0.41307998,0.41676,366.143,2485000000.0
VMC,Basic Materials,35682611200.0,0.27443,0.120749995,67.823,806100000.0
WRB,Financial Services,25798178816.0,0.4354,,34.344,3572745000.0
GWW,Industrials,50362855424.0,0.39445,0.5416,69.639,1570000000.0
WAB,Industrials,33679448064.0,0.33573002,0.109060004,47.091,1627000000.0
WBA,Healthcare,10066475008.0,0.17126,-0.69577,409.878,-363000000.0
WMT,Consumer Defensive,778968825856.0,0.24882,0.21783,75.78,12660000000.0
DIS,Communication Services,216395169792.0,0.37096,0.08894,39.432,8559000000.0
WBD,Communication Services,33894758400.0,0.43297002,-0.27281,106.412,4427000000.0
WM,Industrials,91708784640.0,0.39403,0.34013999,275.54,2159000000.0
WAT,Healthcare,17993170944.0,0.59266996,0.40822,78.582,619642000.0
WEC,Utilities,34306906112.0,0.43501,0.12579,153.016,430700000.0
WFC,Financial Services,271541698560.0,0.0,0.114980005,,3035000000.0
WELL,Real Estate,103514054656.0,0.39180002,0.0348,49.196,2198306000.0
WST,Healthcare,18534825984.0,0.35271,0.17716,10.522,276400000.0
WDC,Technology,24067350528.0,0.28561002,0.13558,,-781000000.0
WY,Real Estate,18681090048.0,0.17254,0.02851,54.504,592000000.0
WSM,Consumer Cyclical,23151912960.0,0.4566,0.50154996,63.334,1138655000.0
WMB,Energy,70220283904.0,0.59939,0.16197,184.4,2296000000.0
WTW,Financial Services,30671990784.0,0.44762,-0.00484,72.169,1267000000.0
WDAY,Technology,63460511744.0,0.75655,0.05702,38.042,2189000000.0
WYNN,Consumer Cyclical,11633723392.0,0.68531,,,1003659000.0
XEL,Utilities,41030778880.0,0.44152,0.102589995,163.558,-2723000000.0
XYL,Industrials,32185602048.0,0.37544,0.08505,19.323,942000000.0
YUM,Consumer Cyclical,40107565056.0,0.46795,,,1432000000.0
ZBRA,Technology,17020426240.0,0.48788,0.16159001,65.113,954000000.0
ZBH,Healthcare,19300042752.0,0.71199995,0.07318,59.058,1142600000.0
ZTS,Healthcare,67115106304.0,0.70956004,0.52085996,145.628,2298000000.0
